Дата;Заказчик;Город;Категория товара;Товар;Цена за упаковку;Количество;Итого
19.03.2020 0:00;Лента;Москва;Фрукты;Груши;1420;82;116440
19.03.2020 0:00;О'КЕЙ;Екатеринбург;Овощи;Капуста;460;33;15180
19.03.2020 0:00;Лента;Волгоград;Фрукты;Груши;1420;81;115020
20.03.2020 0:00;Магнит;Новосибирск;Ягоды;Черешня;1760;27;47520
20.03.2020 0:00;Магнит;Волгоград;Фрукты;Абрикосы;1320;84;110880
20.03.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Капуста;460;48;22080
20.03.2020 0:00;Магнит;Ростов-на-Дону;Зелень;Кинза;650;89;57850
20.03.2020 0:00;Ашан;Санкт-Петербург;Фрукты;Сливы;930;29;26970
20.03.2020 0:00;Ашан;Санкт-Петербург;Овощи;Баклажаны;890;38;33820
20.03.2020 0:00;Лента;Санкт-Петербург;Фрукты;Груши;1420;37;52540
20.03.2020 0:00;Магнит;Санкт-Петербург;Овощи;Свекла;450;77;34650
20.03.2020 0:00;Лента;Москва;Ягоды;Брусника;1670;52;86840
20.03.2020 0:00;Ашан;Санкт-Петербург;Ягоды;Смородина черная;1505;6;9030
20.03.2020 0:00;Ашан;Москва;Овощи;Морковь;715;5;3575
20.03.2020 0:00;Магнит;Волгоград;Зелень;Салат римский;540;86;46440
20.03.2020 0:00;Ашан;Новосибирск;Зелень;Укроп;650;71;46150
21.03.2020 0:00;Ашан;Волгоград;Ягоды;Голубика;3205;42;134610
21.03.2020 0:00;Магнит;Новосибирск;Зелень;Кинза;650;63;40950
21.03.2020 0:00;Лента;Волгоград;Зелень;Салат айсберг;1380;75;103500
21.03.2020 0:00;Лента;Волгоград;Ягоды;Брусника;1670;95;158650
21.03.2020 0:00;Лента;Санкт-Петербург;Зелень;Салат айсберг;1380;73;100740
21.03.2020 0:00;Лента;Екатеринбург;Зелень;Укроп;650;73;47450
21.03.2020 0:00;Магнит;Волгоград;Зелень;Салат римский;540;47;25380
21.03.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Груши;1420;97;137740
21.03.2020 0:00;Магнит;Ростов-на-Дону;Зелень;Салат римский;540;10;5400
21.03.2020 0:00;Ашан;Волгоград;Овощи;Картофель;690;84;57960
21.03.2020 0:00;О'КЕЙ;Москва;Зелень;Укроп;650;41;26650
21.03.2020 0:00;О'КЕЙ;Москва;Ягоды;Малина;2970;85;252450
21.03.2020 0:00;Лента;Москва;Овощи;Кабачки;325;80;26000
22.03.2020 0:00;Магнит;Санкт-Петербург;Зелень;Салат римский;540;52;28080
22.03.2020 0:00;Ашан;Санкт-Петербург;Фрукты;Груши;1420;89;126380
22.03.2020 0:00;Лента;Екатеринбург;Ягоды;Смородина черная;1505;51;76755
22.03.2020 0:00;О'КЕЙ;Москва;Фрукты;Апельсины;2540;91;231140
22.03.2020 0:00;Магнит;Волгоград;Зелень;Петрушка;640;98;62720
22.03.2020 0:00;Лента;Екатеринбург;Овощи;Капуста;460;61;28060
22.03.2020 0:00;О'КЕЙ;Москва;Фрукты;Яблоки;1230;40;49200
22.03.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Сливы;930;34;31620
22.03.2020 0:00;О'КЕЙ;Ростов-на-Дону;Зелень;Петрушка;640;78;49920
23.03.2020 0:00;Лента;Санкт-Петербург;Ягоды;Черешня;1760;33;58080
23.03.2020 0:00;Ашан;Санкт-Петербург;Ягоды;Голубика;3205;11;35255
23.03.2020 0:00;Лента;Екатеринбург;Зелень;Салат римский;540;6;3240
23.03.2020 0:00;Магнит;Новосибирск;Ягоды;Голубика;3205;41;131405
23.03.2020 0:00;Ашан;Москва;Фрукты;Абрикосы;1320;17;22440
23.03.2020 0:00;Магнит;Волгоград;Фрукты;Груши;1420;20;28400
23.03.2020 0:00;Магнит;Волгоград;Фрукты;Апельсины;2540;21;53340
23.03.2020 0:00;Лента;Екатеринбург;Овощи;Свекла;450;33;14850
23.03.2020 0:00;О'КЕЙ;Ростов-на-Дону;Овощи;Капуста;460;83;38180
24.03.2020 0:00;Лента;Санкт-Петербург;Зелень;Укроп;650;14;9100
24.03.2020 0:00;Магнит;Ростов-на-Дону;Овощи;Свекла;450;27;12150
24.03.2020 0:00;Ашан;Новосибирск;Овощи;Свекла;450;78;35100
24.03.2020 0:00;Ашан;Ростов-на-Дону;Зелень;Кинза;650;71;46150
24.03.2020 0:00;Лента;Ростов-на-Дону;Овощи;Картофель;690;27;18630
25.03.2020 0:00;О'КЕЙ;Санкт-Петербург;Фрукты;Сливы;930;67;62310
25.03.2020 0:00;О'КЕЙ;Екатеринбург;Овощи;Картофель;690;32;22080
25.03.2020 0:00;Магнит;Москва;Ягоды;Черешня;1760;75;132000
25.03.2020 0:00;Ашан;Санкт-Петербург;Фрукты;Яблоки;1230;95;116850
25.03.2020 0:00;Магнит;Москва;Зелень;Кинза;650;46;29900
26.03.2020 0:00;Магнит;Волгоград;Зелень;Лук зеленый;705;22;15510
26.03.2020 0:00;Магнит;Москва;Зелень;Петрушка;640;40;25600
26.03.2020 0:00;О'КЕЙ;Екатеринбург;Ягоды;Смородина черная;1505;34;51170
26.03.2020 0:00;Ашан;Волгоград;Зелень;Укроп;650;8;5200
26.03.2020 0:00;О'КЕЙ;Екатеринбург;Овощи;Картофель;690;97;66930
26.03.2020 0:00;Ашан;Москва;Овощи;Морковь;715;50;35750
26.03.2020 0:00;Лента;Новосибирск;Овощи;Баклажаны;890;99;88110
26.03.2020 0:00;Ашан;Москва;Овощи;Баклажаны;890;89;79210
26.03.2020 0:00;Магнит;Екатеринбург;Ягоды;Малина;2970;92;273240
26.03.2020 0:00;Магнит;Екатеринбург;Овощи;Кабачки;325;32;10400
26.03.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Апельсины;2540;65;165100
27.03.2020 0:00;Ашан;Санкт-Петербург;Зелень;Укроп;650;9;5850
27.03.2020 0:00;Магнит;Ростов-на-Дону;Овощи;Кабачки;325;37;12025
27.03.2020 0:00;Магнит;Москва;Фрукты;Бананы;2400;8;19200
27.03.2020 0:00;О'КЕЙ;Ростов-на-Дону;Ягоды;Голубика;3205;90;288450
27.03.2020 0:00;О'КЕЙ;Новосибирск;Ягоды;Малина;2970;49;145530
27.03.2020 0:00;Ашан;Москва;Фрукты;Сливы;930;38;35340
27.03.2020 0:00;Магнит;Волгоград;Овощи;Капуста;460;34;15640
27.03.2020 0:00;Лента;Санкт-Петербург;Зелень;Лук зеленый;705;17;11985
27.03.2020 0:00;Лента;Ростов-на-Дону;Зелень;Кинза;650;67;43550
27.03.2020 0:00;Магнит;Санкт-Петербург;Овощи;Морковь;715;54;38610
27.03.2020 0:00;Лента;Екатеринбург;Зелень;Салат римский;540;55;29700
27.03.2020 0:00;Магнит;Новосибирск;Ягоды;Голубика;3205;80;256400
27.03.2020 0:00;Магнит;Москва;Фрукты;Апельсины;2540;51;129540
27.03.2020 0:00;О'КЕЙ;Санкт-Петербург;Фрукты;Яблоки;1230;58;71340
28.03.2020 0:00;Ашан;Новосибирск;Зелень;Петрушка;640;51;32640
28.03.2020 0:00;Лента;Ростов-на-Дону;Ягоды;Голубика;3205;18;57690
28.03.2020 0:00;Магнит;Волгоград;Зелень;Кинза;650;54;35100
28.03.2020 0:00;О'КЕЙ;Москва;Зелень;Укроп;650;27;17550
28.03.2020 0:00;Лента;Новосибирск;Фрукты;Груши;1420;99;140580
28.03.2020 0:00;Ашан;Санкт-Петербург;Овощи;Морковь;715;79;56485
28.03.2020 0:00;Ашан;Москва;Овощи;Картофель;690;52;35880
28.03.2020 0:00;Магнит;Санкт-Петербург;Овощи;Картофель;690;98;67620
28.03.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Сливы;930;90;83700
28.03.2020 0:00;Лента;Санкт-Петербург;Фрукты;Яблоки;1230;32;39360
28.03.2020 0:00;О'КЕЙ;Екатеринбург;Ягоды;Голубика;3205;74;237170
29.03.2020 0:00;Магнит;Москва;Ягоды;Брусника;1670;77;128590
29.03.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Малина;2970;78;231660
29.03.2020 0:00;Ашан;Санкт-Петербург;Зелень;Салат айсберг;1380;81;111780
29.03.2020 0:00;О'КЕЙ;Ростов-на-Дону;Ягоды;Брусника;1670;11;18370
29.03.2020 0:00;О'КЕЙ;Санкт-Петербург;Зелень;Кинза;650;58;37700
29.03.2020 0:00;Ашан;Москва;Зелень;Салат айсберг;1380;23;31740
30.03.2020 0:00;Ашан;Волгоград;Зелень;Кинза;650;62;40300
30.03.2020 0:00;Ашан;Москва;Ягоды;Черешня;1760;91;160160
30.03.2020 0:00;Магнит;Санкт-Петербург;Зелень;Салат римский;540;18;9720
30.03.2020 0:00;Магнит;Волгоград;Фрукты;Яблоки;1230;47;57810
30.03.2020 0:00;Магнит;Екатеринбург;Фрукты;Абрикосы;1320;47;62040
30.03.2020 0:00;О'КЕЙ;Ростов-на-Дону;Ягоды;Смородина черная;1505;78;117390
30.03.2020 0:00;О'КЕЙ;Екатеринбург;Овощи;Картофель;690;82;56580
30.03.2020 0:00;Лента;Санкт-Петербург;Зелень;Лук зеленый;705;90;63450
30.03.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Груши;1420;83;117860
31.03.2020 0:00;О'КЕЙ;Москва;Фрукты;Груши;1420;98;139160
31.03.2020 0:00;Магнит;Москва;Зелень;Лук зеленый;705;5;3525
31.03.2020 0:00;О'КЕЙ;Новосибирск;Зелень;Салат айсберг;1380;74;102120
31.03.2020 0:00;О'КЕЙ;Санкт-Петербург;Зелень;Салат айсберг;1380;43;59340
31.03.2020 0:00;Лента;Новосибирск;Зелень;Петрушка;640;53;33920
31.03.2020 0:00;Ашан;Волгоград;Фрукты;Апельсины;2540;48;121920
31.03.2020 0:00;Ашан;Москва;Зелень;Салат римский;540;76;41040
31.03.2020 0:00;О'КЕЙ;Екатеринбург;Ягоды;Смородина черная;1505;46;69230
31.03.2020 0:00;О'КЕЙ;Москва;Зелень;Кинза;650;90;58500
31.03.2020 0:00;Лента;Волгоград;Ягоды;Черешня;1760;84;147840
01.04.2020 0:00;Лента;Ростов-на-Дону;Зелень;Кинза;650;52;33800
01.04.2020 0:00;Лента;Екатеринбург;Фрукты;Сливы;930;47;43710
01.04.2020 0:00;О'КЕЙ;Ростов-на-Дону;Овощи;Свекла;450;56;25200
01.04.2020 0:00;Ашан;Москва;Овощи;Кабачки;325;18;5850
01.04.2020 0:00;О'КЕЙ;Москва;Овощи;Кабачки;325;23;7475
01.04.2020 0:00;Магнит;Санкт-Петербург;Зелень;Лук зеленый;705;78;54990
01.04.2020 0:00;Лента;Ростов-на-Дону;Зелень;Лук зеленый;705;5;3525
01.04.2020 0:00;Лента;Москва;Зелень;Салат айсберг;1380;34;46920
02.04.2020 0:00;Лента;Новосибирск;Ягоды;Смородина черная;1505;34;51170
02.04.2020 0:00;Ашан;Новосибирск;Овощи;Кабачки;325;5;1625
02.04.2020 0:00;Магнит;Санкт-Петербург;Зелень;Салат айсберг;1380;68;93840
02.04.2020 0:00;Лента;Новосибирск;Фрукты;Бананы;2400;76;182400
02.04.2020 0:00;Магнит;Волгоград;Ягоды;Брусника;1670;78;130260
02.04.2020 0:00;О'КЕЙ;Москва;Ягоды;Черешня;1760;92;161920
02.04.2020 0:00;Ашан;Волгоград;Фрукты;Яблоки;1230;29;35670
03.04.2020 0:00;Магнит;Ростов-на-Дону;Овощи;Картофель;690;10;6900
03.04.2020 0:00;Ашан;Санкт-Петербург;Овощи;Баклажаны;890;8;7120
03.04.2020 0:00;Магнит;Москва;Фрукты;Сливы;930;89;82770
03.04.2020 0:00;Лента;Екатеринбург;Ягоды;Голубика;3205;81;259605
03.04.2020 0:00;Лента;Ростов-на-Дону;Овощи;Свекла;450;74;33300
03.04.2020 0:00;Магнит;Ростов-на-Дону;Фрукты;Бананы;2400;72;172800
03.04.2020 0:00;Ашан;Екатеринбург;Фрукты;Бананы;2400;27;64800
03.04.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Апельсины;2540;79;200660
03.04.2020 0:00;Магнит;Волгоград;Фрукты;Бананы;2400;21;50400
03.04.2020 0:00;О'КЕЙ;Москва;Овощи;Кабачки;325;81;26325
04.04.2020 0:00;Лента;Волгоград;Фрукты;Сливы;930;40;37200
04.04.2020 0:00;О'КЕЙ;Новосибирск;Овощи;Капуста;460;28;12880
04.04.2020 0:00;Магнит;Москва;Фрукты;Абрикосы;1320;17;22440
04.04.2020 0:00;Лента;Новосибирск;Овощи;Баклажаны;890;18;16020
04.04.2020 0:00;Лента;Новосибирск;Фрукты;Груши;1420;90;127800
04.04.2020 0:00;О'КЕЙ;Новосибирск;Зелень;Салат айсберг;1380;53;73140
04.04.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Сливы;930;22;20460
04.04.2020 0:00;О'КЕЙ;Санкт-Петербург;Ягоды;Брусника;1670;51;85170
04.04.2020 0:00;Лента;Ростов-на-Дону;Овощи;Свекла;450;99;44550
04.04.2020 0:00;Магнит;Волгоград;Фрукты;Яблоки;1230;33;40590
04.04.2020 0:00;Лента;Москва;Фрукты;Яблоки;1230;94;115620
04.04.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Смородина черная;1505;74;111370
05.04.2020 0:00;Лента;Новосибирск;Зелень;Салат айсберг;1380;95;131100
05.04.2020 0:00;Лента;Екатеринбург;Овощи;Капуста;460;12;5520
05.04.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Абрикосы;1320;94;124080
05.04.2020 0:00;Ашан;Волгоград;Овощи;Картофель;690;41;28290
05.04.2020 0:00;Ашан;Москва;Зелень;Салат айсберг;1380;69;95220
05.04.2020 0:00;Лента;Новосибирск;Зелень;Кинза;650;73;47450
06.04.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Яблоки;1230;28;34440
06.04.2020 0:00;Магнит;Москва;Овощи;Капуста;460;71;32660
06.04.2020 0:00;Лента;Волгоград;Овощи;Свекла;450;38;17100
06.04.2020 0:00;Лента;Новосибирск;Фрукты;Бананы;2400;29;69600
06.04.2020 0:00;Ашан;Москва;Овощи;Морковь;715;44;31460
06.04.2020 0:00;Магнит;Санкт-Петербург;Зелень;Кинза;650;84;54600
06.04.2020 0:00;Ашан;Волгоград;Овощи;Картофель;690;66;45540
06.04.2020 0:00;О'КЕЙ;Волгоград;Овощи;Кабачки;325;64;20800
06.04.2020 0:00;Лента;Екатеринбург;Овощи;Свекла;450;48;21600
06.04.2020 0:00;Магнит;Новосибирск;Зелень;Петрушка;640;88;56320
06.04.2020 0:00;Лента;Ростов-на-Дону;Овощи;Картофель;690;40;27600
06.04.2020 0:00;Ашан;Екатеринбург;Ягоды;Черешня;1760;49;86240
06.04.2020 0:00;Ашан;Ростов-на-Дону;Ягоды;Клубника;2460;67;164820
07.04.2020 0:00;О'КЕЙ;Екатеринбург;Ягоды;Малина;2970;85;252450
07.04.2020 0:00;Лента;Волгоград;Ягоды;Голубика;3205;89;285245
07.04.2020 0:00;Магнит;Волгоград;Овощи;Свекла;450;27;12150
07.04.2020 0:00;Лента;Москва;Овощи;Морковь;715;73;52195
07.04.2020 0:00;Лента;Санкт-Петербург;Фрукты;Апельсины;2540;40;101600
07.04.2020 0:00;Магнит;Волгоград;Овощи;Капуста;460;55;25300
07.04.2020 0:00;Магнит;Москва;Ягоды;Смородина черная;1505;59;88795
07.04.2020 0:00;Ашан;Екатеринбург;Зелень;Лук зеленый;705;92;64860
07.04.2020 0:00;Ашан;Москва;Овощи;Кабачки;325;29;9425
07.04.2020 0:00;Лента;Екатеринбург;Овощи;Картофель;690;52;35880
07.04.2020 0:00;О'КЕЙ;Новосибирск;Овощи;Капуста;460;93;42780
07.04.2020 0:00;Магнит;Новосибирск;Фрукты;Абрикосы;1320;51;67320
07.04.2020 0:00;Ашан;Новосибирск;Овощи;Кабачки;325;72;23400
08.04.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Морковь;715;25;17875
08.04.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Апельсины;2540;91;231140
08.04.2020 0:00;Ашан;Екатеринбург;Зелень;Укроп;650;99;64350
08.04.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Черешня;1760;57;100320
08.04.2020 0:00;Лента;Екатеринбург;Зелень;Лук зеленый;705;76;53580
09.04.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Абрикосы;1320;100;132000
09.04.2020 0:00;Лента;Москва;Ягоды;Голубика;3205;80;256400
09.04.2020 0:00;Магнит;Москва;Овощи;Морковь;715;61;43615
09.04.2020 0:00;Ашан;Екатеринбург;Ягоды;Малина;2970;12;35640
09.04.2020 0:00;Ашан;Волгоград;Овощи;Кабачки;325;81;26325
09.04.2020 0:00;Магнит;Екатеринбург;Овощи;Кабачки;325;85;27625
09.04.2020 0:00;Магнит;Ростов-на-Дону;Зелень;Укроп;650;52;33800
09.04.2020 0:00;Магнит;Волгоград;Овощи;Баклажаны;890;27;24030
09.04.2020 0:00;Магнит;Екатеринбург;Фрукты;Сливы;930;6;5580
09.04.2020 0:00;О'КЕЙ;Санкт-Петербург;Ягоды;Брусника;1670;79;131930
10.04.2020 0:00;Магнит;Волгоград;Овощи;Капуста;460;55;25300
10.04.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Баклажаны;890;86;76540
10.04.2020 0:00;О'КЕЙ;Екатеринбург;Овощи;Картофель;690;16;11040
10.04.2020 0:00;Лента;Волгоград;Фрукты;Груши;1420;39;55380
10.04.2020 0:00;О'КЕЙ;Москва;Фрукты;Абрикосы;1320;80;105600
10.04.2020 0:00;О'КЕЙ;Москва;Фрукты;Бананы;2400;15;36000
10.04.2020 0:00;О'КЕЙ;Санкт-Петербург;Фрукты;Яблоки;1230;15;18450
10.04.2020 0:00;О'КЕЙ;Новосибирск;Фрукты;Абрикосы;1320;55;72600
10.04.2020 0:00;О'КЕЙ;Екатеринбург;Фрукты;Груши;1420;33;46860
10.04.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Малина;2970;12;35640
10.04.2020 0:00;Лента;Ростов-на-Дону;Овощи;Кабачки;325;77;25025
10.04.2020 0:00;Магнит;Москва;Ягоды;Брусника;1670;8;13360
10.04.2020 0:00;Ашан;Новосибирск;Овощи;Баклажаны;890;51;45390
11.04.2020 0:00;Лента;Волгоград;Ягоды;Малина;2970;48;142560
11.04.2020 0:00;Лента;Новосибирск;Зелень;Кинза;650;64;41600
11.04.2020 0:00;Лента;Екатеринбург;Ягоды;Черешня;1760;34;59840
11.04.2020 0:00;Магнит;Новосибирск;Овощи;Кабачки;325;58;18850
11.04.2020 0:00;Магнит;Москва;Фрукты;Груши;1420;43;61060
11.04.2020 0:00;Магнит;Москва;Фрукты;Бананы;2400;48;115200
11.04.2020 0:00;Ашан;Санкт-Петербург;Фрукты;Абрикосы;1320;89;117480
11.04.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Яблоки;1230;26;31980
12.04.2020 0:00;Ашан;Санкт-Петербург;Овощи;Кабачки;325;97;31525
12.04.2020 0:00;О'КЕЙ;Екатеринбург;Зелень;Кинза;650;53;34450
12.04.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Малина;2970;66;196020
12.04.2020 0:00;Магнит;Москва;Ягоды;Голубика;3205;54;173070
12.04.2020 0:00;Ашан;Санкт-Петербург;Овощи;Картофель;690;98;67620
12.04.2020 0:00;Ашан;Москва;Фрукты;Груши;1420;37;52540
12.04.2020 0:00;Лента;Екатеринбург;Овощи;Свекла;450;92;41400
12.04.2020 0:00;О'КЕЙ;Санкт-Петербург;Ягоды;Брусника;1670;47;78490
12.04.2020 0:00;О'КЕЙ;Новосибирск;Ягоды;Брусника;1670;20;33400
12.04.2020 0:00;Ашан;Санкт-Петербург;Овощи;Капуста;460;84;38640
12.04.2020 0:00;Лента;Екатеринбург;Фрукты;Бананы;2400;42;100800
12.04.2020 0:00;Лента;Ростов-на-Дону;Ягоды;Малина;2970;45;133650
13.04.2020 0:00;Ашан;Новосибирск;Зелень;Петрушка;640;74;47360
13.04.2020 0:00;Лента;Москва;Ягоды;Малина;2970;98;291060
13.04.2020 0:00;Магнит;Москва;Зелень;Салат римский;540;54;29160
13.04.2020 0:00;Магнит;Санкт-Петербург;Овощи;Картофель;690;11;7590
13.04.2020 0:00;Лента;Новосибирск;Овощи;Кабачки;325;82;26650
13.04.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Картофель;690;32;22080
13.04.2020 0:00;Ашан;Санкт-Петербург;Фрукты;Яблоки;1230;85;104550
13.04.2020 0:00;Ашан;Санкт-Петербург;Ягоды;Голубика;3205;63;201915
13.04.2020 0:00;Магнит;Новосибирск;Фрукты;Груши;1420;69;97980
14.04.2020 0:00;Лента;Москва;Фрукты;Апельсины;2540;29;73660
14.04.2020 0:00;Ашан;Санкт-Петербург;Ягоды;Клубника;2460;45;110700
14.04.2020 0:00;О'КЕЙ;Москва;Фрукты;Сливы;930;41;38130
14.04.2020 0:00;Ашан;Новосибирск;Овощи;Капуста;460;96;44160
14.04.2020 0:00;Ашан;Волгоград;Зелень;Укроп;650;61;39650
14.04.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Бананы;2400;72;172800
14.04.2020 0:00;Ашан;Волгоград;Фрукты;Абрикосы;1320;55;72600
14.04.2020 0:00;Лента;Москва;Зелень;Петрушка;640;65;41600
15.04.2020 0:00;О'КЕЙ;Новосибирск;Зелень;Лук зеленый;705;100;70500
15.04.2020 0:00;Лента;Екатеринбург;Фрукты;Яблоки;1230;33;40590
15.04.2020 0:00;Лента;Екатеринбург;Зелень;Салат айсберг;1380;73;100740
15.04.2020 0:00;Лента;Ростов-на-Дону;Фрукты;Сливы;930;42;39060
15.04.2020 0:00;О'КЕЙ;Санкт-Петербург;Ягоды;Клубника;2460;8;19680
15.04.2020 0:00;О'КЕЙ;Екатеринбург;Зелень;Петрушка;640;34;21760
15.04.2020 0:00;Лента;Новосибирск;Ягоды;Клубника;2460;60;147600
15.04.2020 0:00;О'КЕЙ;Волгоград;Зелень;Лук зеленый;705;29;20445
16.04.2020 0:00;О'КЕЙ;Волгоград;Зелень;Салат римский;540;99;53460
16.04.2020 0:00;Ашан;Новосибирск;Фрукты;Яблоки;1230;79;97170
16.04.2020 0:00;Ашан;Новосибирск;Ягоды;Малина;2970;62;184140
16.04.2020 0:00;Лента;Волгоград;Зелень;Петрушка;640;80;51200
16.04.2020 0:00;О'КЕЙ;Екатеринбург;Ягоды;Черешня;1760;57;100320
16.04.2020 0:00;Магнит;Новосибирск;Фрукты;Сливы;930;67;62310
16.04.2020 0:00;Ашан;Москва;Овощи;Баклажаны;890;33;29370
16.04.2020 0:00;Ашан;Новосибирск;Овощи;Морковь;715;45;32175
16.04.2020 0:00;Ашан;Ростов-на-Дону;Ягоды;Смородина черная;1505;6;9030
16.04.2020 0:00;Ашан;Москва;Зелень;Салат айсберг;1380;85;117300
17.04.2020 0:00;Лента;Новосибирск;Овощи;Картофель;690;30;20700
17.04.2020 0:00;Лента;Санкт-Петербург;Зелень;Салат айсберг;1380;92;126960
17.04.2020 0:00;Магнит;Москва;Зелень;Салат римский;540;10;5400
17.04.2020 0:00;Магнит;Ростов-на-Дону;Фрукты;Сливы;930;53;49290
17.04.2020 0:00;Лента;Санкт-Петербург;Ягоды;Брусника;1670;71;118570
18.04.2020 0:00;Магнит;Ростов-на-Дону;Фрукты;Сливы;930;20;18600
18.04.2020 0:00;Магнит;Москва;Фрукты;Абрикосы;1320;61;80520
18.04.2020 0:00;Ашан;Москва;Фрукты;Сливы;930;45;41850
18.04.2020 0:00;Магнит;Москва;Овощи;Картофель;690;55;37950
18.04.2020 0:00;Лента;Новосибирск;Овощи;Баклажаны;890;80;71200
18.04.2020 0:00;Магнит;Екатеринбург;Зелень;Лук зеленый;705;46;32430
18.04.2020 0:00;Магнит;Волгоград;Зелень;Салат римский;540;8;4320
18.04.2020 0:00;Лента;Волгоград;Зелень;Кинза;650;23;14950
18.04.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Брусника;1670;98;163660
18.04.2020 0:00;Магнит;Ростов-на-Дону;Овощи;Капуста;460;87;40020
19.04.2020 0:00;Магнит;Волгоград;Зелень;Кинза;650;75;48750
19.04.2020 0:00;Лента;Москва;Зелень;Кинза;650;96;62400
19.04.2020 0:00;О'КЕЙ;Ростов-на-Дону;Овощи;Морковь;715;92;65780
19.04.2020 0:00;Ашан;Ростов-на-Дону;Зелень;Петрушка;640;46;29440
19.04.2020 0:00;О'КЕЙ;Ростов-на-Дону;Ягоды;Клубника;2460;36;88560
19.04.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Абрикосы;1320;49;64680
19.04.2020 0:00;Ашан;Москва;Фрукты;Груши;1420;80;113600
19.04.2020 0:00;Ашан;Волгоград;Фрукты;Бананы;2400;74;177600
19.04.2020 0:00;Ашан;Екатеринбург;Фрукты;Груши;1420;81;115020
19.04.2020 0:00;Лента;Санкт-Петербург;Овощи;Морковь;715;23;16445
20.04.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Картофель;690;99;68310
20.04.2020 0:00;О'КЕЙ;Екатеринбург;Зелень;Салат айсберг;1380;5;6900
20.04.2020 0:00;Магнит;Екатеринбург;Зелень;Кинза;650;39;25350
20.04.2020 0:00;Ашан;Санкт-Петербург;Зелень;Кинза;650;98;63700
20.04.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Малина;2970;37;109890
20.04.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Картофель;690;68;46920
20.04.2020 0:00;Магнит;Екатеринбург;Фрукты;Яблоки;1230;82;100860
20.04.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Апельсины;2540;24;60960
20.04.2020 0:00;Ашан;Санкт-Петербург;Ягоды;Малина;2970;78;231660
20.04.2020 0:00;Магнит;Ростов-на-Дону;Фрукты;Апельсины;2540;68;172720
21.04.2020 0:00;Лента;Москва;Зелень;Кинза;650;73;47450
21.04.2020 0:00;О'КЕЙ;Ростов-на-Дону;Зелень;Петрушка;640;28;17920
21.04.2020 0:00;Лента;Новосибирск;Овощи;Морковь;715;45;32175
21.04.2020 0:00;Лента;Волгоград;Ягоды;Брусника;1670;11;18370
21.04.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Абрикосы;1320;17;22440
21.04.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Морковь;715;7;5005
21.04.2020 0:00;Лента;Волгоград;Ягоды;Голубика;3205;25;80125
21.04.2020 0:00;Лента;Москва;Овощи;Капуста;460;91;41860
21.04.2020 0:00;Лента;Санкт-Петербург;Овощи;Капуста;460;59;27140
21.04.2020 0:00;Магнит;Екатеринбург;Овощи;Свекла;450;96;43200
21.04.2020 0:00;Лента;Екатеринбург;Овощи;Кабачки;325;46;14950
22.04.2020 0:00;Ашан;Москва;Фрукты;Бананы;2400;75;180000
22.04.2020 0:00;О'КЕЙ;Москва;Овощи;Свекла;450;9;4050
22.04.2020 0:00;Ашан;Ростов-на-Дону;Ягоды;Малина;2970;51;151470
22.04.2020 0:00;Лента;Волгоград;Зелень;Лук зеленый;705;17;11985
22.04.2020 0:00;Лента;Ростов-на-Дону;Фрукты;Груши;1420;64;90880
22.04.2020 0:00;Лента;Санкт-Петербург;Овощи;Свекла;450;93;41850
22.04.2020 0:00;Лента;Екатеринбург;Ягоды;Черешня;1760;37;65120
22.04.2020 0:00;Магнит;Екатеринбург;Ягоды;Малина;2970;19;56430
22.04.2020 0:00;Лента;Ростов-на-Дону;Ягоды;Смородина черная;1505;17;25585
22.04.2020 0:00;Лента;Санкт-Петербург;Фрукты;Груши;1420;29;41180
